SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Single Family Residential,5517 Bellevue,La Jolla,CA,92037,2399000,4,4,La Jolla,2191,,2016,2,Garage,24,Active,,,,,2399000,6/5/2015,1150000,http://www.redfin.com/CA/San-Diego/5517-Bellevue-Ave-92037/home/4937207,San Diego County's Regional Multiple Listing Service (SANDICOR),160041990,"Tourmaline Properties, Inc.",N,Y,32.8137865,-117.2639003,FALSE
MLS Listing,Townhouse,3384 Caminito Vasto,La Jolla,CA,92037,675000,3,3,La Jolla,1698,166785,1978,4,Garage,24,Active,,,,,675000,3/18/2013,562500,http://www.redfin.com/CA/San-Diego/3384-Caminito-Vasto-92037/home/4883994,San Diego County's Regional Multiple Listing Service (SANDICOR),160041864,Rising Realty of California,N,Y,32.8549232,-117.2328158,FALSE
MLS Listing,Single Family Residential,1007 Van Nuys St,San Diego,CA,92109,1725000,4,3,Pacific Beach,2631,,2016,4,Garage,25,Active,,,,,1725000,,,http://www.redfin.com/CA/San-Diego/1007-Van-Nuys-St-92109/home/105965434,San Diego County's Regional Multiple Listing Service (SANDICOR),160041667,"Tourmaline Properties, Inc.",N,Y,32.8122535,-117.2561532,FALSE
MLS Listing,Single Family Residential,765 Van Nuys St,San Diego,CA,92109,2000000,5,4,Pacific Beach,3102,,2016,2,Garage,25,Active,,,,,2000000,7/1/2015,900000,http://www.redfin.com/CA/San-Diego/765-Van-Nuys-St-92109/home/5124225,San Diego County's Regional Multiple Listing Service (SANDICOR),160041664,"Tourmaline Properties, Inc.",N,Y,32.8111702,-117.2603939,FALSE
MLS Listing,Single Family Residential,7911 El Paseo Grande,La Jolla,CA,92037,3195000,5,6,La Jolla,3285,,2003,4,Garage,25,Active,,,,,3195000,4/26/2016,2921000,http://www.redfin.com/CA/San-Diego/7911-El-Paseo-Grande-92037/home/4878125,San Diego County's Regional Multiple Listing Service (SANDICOR),160040944,Coldwell Banker Res. Brokerage,N,Y,32.851736,-117.255779,FALSE
MLS Listing,Townhouse,356 Playa Del Norte #6,La Jolla,CA,92037,729000,2,2,La Jolla,1000,,1967,2,Garage,25,Active,,,,,729000,5/29/2013,525000,http://www.redfin.com/CA/San-Diego/356-Playa-Del-Norte-St-92037/unit-6/home/4916273,San Diego County's Regional Multiple Listing Service (SANDICOR),160041578,Willis Allen Real Estate,N,Y,32.8299893,-117.278217,FALSE
MLS Listing,Single Family Residential,6125 Terryhill Dr,La Jolla,CA,92037,11500000,5,7,La Jolla,6257,,2016,6,Garage,25,Active,,,,,11500000,3/4/2005,2000000,http://www.redfin.com/CA/San-Diego/6125-Terryhill-Dr-92037/home/4934256,San Diego County's Regional Multiple Listing Service (SANDICOR),160041547,Windermere Homes & Estates,N,Y,32.8233109,-117.266424,FALSE
MLS Listing,Condo/Coop,8268 Gilman Dr #13,La Jolla,CA,92037,472000,2,3,La Jolla,978,,1979,2,Garage,26,Active,,,,8/22/2016,489900,7/15/2016,440000,http://www.redfin.com/CA/San-Diego/8268-Gilman-Dr-92037/unit-13/home/4881437,San Diego County's Regional Multiple Listing Service (SANDICOR),160041443,RE/MAX Associates,N,Y,32.855754,-117.237866,FALSE
MLS Listing,Single Family Residential,5840 Camino De La Costa,La Jolla,CA,92037,16900000,7,10,La Jolla,8692,13875,2007,5,Garage,26,Active,,,,,16900000,9/10/2003,4010000,http://www.redfin.com/CA/San-Diego/5840-Camino-De-La-Costa-92037/home/6407467,San Diego County's Regional Multiple Listing Service (SANDICOR),160041440,Pacific Sotheby's Int'l Realty,N,Y,32.817796,-117.273142,FALSE
MLS Listing,Condo/Coop,1040 S Coast Blvd #304,San Diego,CA,92037,1699000,2,2,La Jolla,1150,,1969,2,Garage,26,Active,,,,,1699000,,,http://www.redfin.com/CA/San-Diego/1040-Coast-Blvd-S-92037/unit-304/home/40943311,San Diego County's Regional Multiple Listing Service (SANDICOR),160041374,Berkshire Hathaway HomeService,N,Y,32.848625,-117.274909,FALSE
MLS Listing,Single Family Residential,333 Midway St,La Jolla,CA,92037,3150000,3,4,La Jolla,2900,4148,1979,4,Garage,26,Active,,,,,3150000,9/12/2014,1775000,http://www.redfin.com/CA/San-Diego/333-Midway-St-92037/home/4937656,San Diego County's Regional Multiple Listing Service (SANDICOR),160041357,Willis Allen Real Estate,N,Y,32.8118196,-117.2692085,FALSE
MLS Listing,Condo/Coop,6767 Neptune Pl #301,La Jolla,CA,92037,2985000,3,3,La Jolla,2050,,2015,2,Garage,26,Active,,,,,2985000,,,http://www.redfin.com/CA/San-Diego/6767-Neptune-Pl-92037/unit-301/home/77537148,San Diego County's Regional Multiple Listing Service (SANDICOR),160041304,RE/MAX Coastal Properties,N,Y,32.829294,-117.280083,FALSE
MLS Listing,Single Family Residential,7777 Lookout Dr,La Jolla,CA,92037,2777700,5,4,La Jolla,2916,8438,1926,2,,27,Active,,,,,2777700,,,http://www.redfin.com/CA/San-Diego/7777-Lookout-Dr-92037/home/4919898,San Diego County's Regional Multiple Listing Service (SANDICOR),160041214,Berkshire Hathaway HomeService,N,Y,32.8490165,-117.258902,FALSE
MLS Listing,Single Family Residential,7227 Fairway Rd,La Jolla,CA,92037,2995000,4,4,La Jolla,4196,21201,1964,2,,27,Active,,,,,2995000,4/6/2001,1760000,http://www.redfin.com/CA/San-Diego/7227-Fairway-Rd-92037/home/4921038,San Diego County's Regional Multiple Listing Service (SANDICOR),160041203,Berkshire Hathaway HomeService,N,Y,32.83888,-117.262701,FALSE
MLS Listing,Single Family Residential,1035 Newkirk Dr,La Jolla,CA,92037,2595000,4,4,La Jolla,2845,11000,2013,6,Garage,27,Active,8/27/2016,13:00,16:00,,2595000,8/8/2011,1340000,http://www.redfin.com/CA/San-Diego/1035-Newkirk-Dr-92037/home/4933650,San Diego County's Regional Multiple Listing Service (SANDICOR),160041178,Pacific Sotheby's Int'l Realty,N,Y,32.824697,-117.26725,FALSE
MLS Listing,Single Family Residential,7472 Caminito Rialto,La Jolla,CA,92037,1695000,3,3,La Jolla,2565,5265,1970,4,Garage,27,Active,,,,,1695000,1/3/1997,645000,http://www.redfin.com/CA/San-Diego/7472-Caminito-Rialto-92037/home/4923342,San Diego County's Regional Multiple Listing Service (SANDICOR),160041171,Berkshire Hathaway HomeService,N,Y,32.845714,-117.254202,FALSE
MLS Listing,Single Family Residential,1781 Calle Delicada,La Jolla,CA,92037,1949000,5,4,La Jolla,3099,10574,2000,6,Garage,27,Active,,,,8/22/2016,1975000,9/8/2015,1850000,http://www.redfin.com/CA/San-Diego/1781-Calle-Delicada-92037/home/4943908,San Diego County's Regional Multiple Listing Service (SANDICOR),160041124,Willis Allen Real Estate,N,Y,32.820985,-117.244211,FALSE
MLS Listing,Single Family Residential,1068 Archer,San Diego,CA,92109,1194000,3,2,Pacific Beach,1252,6300,1955,2,Garage,28,Active,,,,8/11/2016,1195000,10/4/2005,901500,http://www.redfin.com/CA/San-Diego/1068-Archer-St-92109/home/5124309,San Diego County's Regional Multiple Listing Service (SANDICOR),160041054,RE/MAX Coastal Properties,N,Y,32.8118989,-117.254715,FALSE
MLS Listing,Single Family Residential,6665 Via Estrada,La Jolla,CA,92037,3800000,6,8,La Jolla,5761,19700,2003,7,,28,Active,,,,,3800000,9/15/1997,575000,http://www.redfin.com/CA/San-Diego/6665-Via-Estrada-92037/home/4923234,San Diego County's Regional Multiple Listing Service (SANDICOR),160041045,"Big Block Realty, Inc.",N,Y,32.832313,-117.254896,FALSE
MLS Listing,Townhouse,605 Arenas,La Jolla,CA,92037,1098000,2,1,La Jolla,836,4321,1940,2,Garage,28,Active,,,,8/1/2016,1165000,4/29/2014,735000,http://www.redfin.com/CA/San-Diego/605-Arenas-St-92037/home/39725240,San Diego County's Regional Multiple Listing Service (SANDICOR),160041032,Billionaires Row,N,Y,32.83514,-117.27625,FALSE
MLS Listing,Condo/Coop,5435 Caminito Heraldo,La Jolla,CA,92037,1649900,3,3,La Jolla,2611,4661,2011,6,Garage,28,Active,,,,,1649900,5/31/2012,1600000,http://www.redfin.com/CA/San-Diego/5435-Caminito-Heraldo-92037/home/17193593,San Diego County's Regional Multiple Listing Service (SANDICOR),160041003,Berkshire Hathaway HomeService,N,Y,32.8144435,-117.2523049,FALSE
MLS Listing,Single Family Residential,2908 Woodford Dr,La Jolla,CA,92037,2338000,3,3,La Jolla,2393,20495,1969,6,Garage,29,Active,,,,8/12/2016,2386000,4/30/2015,1550000,http://www.redfin.com/CA/San-Diego/2908-Woodford-Dr-92037/home/4880921,San Diego County's Regional Multiple Listing Service (SANDICOR),160040890,Coldwell Banker Res. Brokerage,N,Y,32.8496,-117.24042,FALSE
MLS Listing,Condo/Coop,8261 Caminito Modena,La Jolla,CA,92037,650000,3,3,La Jolla,1416,,1978,2,Garage,30,Active,,,,,650000,9/23/1998,245000,http://www.redfin.com/CA/San-Diego/8261-Caminito-Modena-92037/home/4883963,San Diego County's Regional Multiple Listing Service (SANDICOR),160040768,La Jolla Cove Realty,N,Y,32.8546439,-117.2332851,FALSE
MLS Listing,Townhouse,3252 Via Marin #9,La Jolla,CA,92037,570000,2,3,La Jolla,1074,109883,1978,3,Garage,30,Active,,,,8/19/2016,600000,5/27/2003,362500,http://www.redfin.com/CA/San-Diego/3252-Via-Marin-92037/unit-9/home/4884198,San Diego County's Regional Multiple Listing Service (SANDICOR),160040697,HomeCoin.com,N,Y,32.8567589,-117.2331,FALSE
MLS Listing,Single Family Residential,5479 Rutgers,La Jolla,CA,92037,4200000,6,6,La Jolla,4945,16553,1992,6,Garage,30,Active,,,,,4200000,3/16/2005,2860000,http://www.redfin.com/CA/San-Diego/5479-Rutgers-Rd-92037/home/4941859,San Diego County's Regional Multiple Listing Service (SANDICOR),160040712,"Ascent Real Estate, Inc",N,Y,32.814293,-117.255444,FALSE
MLS Listing,Single Family Residential,855 La Jolla Corona Ct,La Jolla,CA,92037,2695000,3,4,La Jolla,3853,9514,1985,4,Garage,31,Active,,,,,2695000,9/12/2003,1700000,http://www.redfin.com/CA/San-Diego/855-La-Jolla-Corona-Ct-92037/home/4938832,San Diego County's Regional Multiple Listing Service (SANDICOR),160040640,RE/MAX Coastal Properties,N,Y,32.817656,-117.264551,FALSE
MLS Listing,Single Family Residential,7224 Carrizo Dr,La Jolla,CA,92037,3475000,3,3,La Jolla,3534,,1951,2,,31,Active,,,,,3475000,,,http://www.redfin.com/CA/San-Diego/7224-Carrizo-Dr-92037/home/4921172,San Diego County's Regional Multiple Listing Service (SANDICOR),160040547,Berkshire Hathaway HomeService,N,Y,32.839198,-117.259739,FALSE
MLS Listing,Single Family Residential,1320 Cary Way,San Diego,CA,92109,1248000,3,2,Pacific Beach,1508,6500,1960,2,Garage,31,Active,,,,,1248000,11/30/2006,825000,http://www.redfin.com/CA/San-Diego/1320-Cary-Way-92109/home/5135805,San Diego County's Regional Multiple Listing Service (SANDICOR),160040485,Berkshire Hathaway HomeService,N,Y,32.8114417,-117.2490639,FALSE
MLS Listing,Single Family Residential,5242 vickie Dr,san diego,CA,92109,1200000,3,2,Pacific Beach,2222,9800,1960,4,Garage,31,Active,,,,,1200000,9/8/1999,526000,http://www.redfin.com/CA/San-Diego/5242-Vickie-Dr-92109/home/5135832,San Diego County's Regional Multiple Listing Service (SANDICOR),160040479,First California R.E. Service,N,Y,32.8118291,-117.2478703,FALSE
MLS Listing,Single Family Residential,6235 Calle Vera Cruz,La Jolla,CA,92037,1995000,5,3,La Jolla,2975,20300,2004,4,Garage,31,Active,,,,,1995000,9/13/2007,1950000,http://www.redfin.com/CA/San-Diego/6235-Calle-Veracruz-92037/home/4939801,San Diego County's Regional Multiple Listing Service (SANDICOR),160040440,Berkshire Hathaway HomeService,N,Y,32.82803,-117.249474,FALSE
MLS Listing,Condo/Coop,6455 La Jolla Blvd #326,La Jolla,CA,92037,379000,1,1,La Jolla,713,,1970,1,Garage,31,Active,,,,,379000,4/29/2003,310000,http://www.redfin.com/CA/San-Diego/6455-La-Jolla-Blvd-92037/unit-326/home/4919349,San Diego County's Regional Multiple Listing Service (SANDICOR),160040415,Advent Real Estate,N,Y,32.8255228,-117.2760103,FALSE
MLS Listing,Condo/Coop,3364 Via Alicante,La Jolla,CA,92037,456000,2,3,La Jolla,1140,290015,1975,1,Garage,32,Active,,,,,456000,6/13/2008,415000,http://www.redfin.com/CA/San-Diego/3364-Via-Alicante-92037/home/4865640,San Diego County's Regional Multiple Listing Service (SANDICOR),160040315,Advent Real Estate,N,Y,32.861255,-117.231921,FALSE
MLS Listing,Condo/Coop,1000 Genter #201,La Jolla,CA,92037,1875000,3,3,La Jolla,2448,95124,2004,12,Garage,32,Active,,,,,1875000,,,http://www.redfin.com/CA/San-Diego/1000-Genter-St-92037/unit-201/home/6668986,San Diego County's Regional Multiple Listing Service (SANDICOR),160040301,Berkshire Hathaway HomeService,N,Y,32.8374613,-117.271025,FALSE
MLS Listing,Single Family Residential,1131 Avenida Amantea,La Jolla,CA,92037,2095000,4,4,La Jolla,2585,,1960,4,Garage,32,Active,,,,,2095000,2/8/2016,1250000,http://www.redfin.com/CA/San-Diego/1131-Avenida-Amantea-92037/home/4935787,San Diego County's Regional Multiple Listing Service (SANDICOR),160040292,"Leal Real Estate Group, Inc",N,Y,32.81847,-117.260987,FALSE
MLS Listing,Condo/Coop,8282 GILMAN #40,La Jolla,CA,92037,519000,2,3,La Jolla,1205,,1981,2,Garage,32,Active,,,,,519000,9/24/2007,370000,http://www.redfin.com/CA/San-Diego/8282-Gilman-Dr-92037/unit-40/home/6405207,San Diego County's Regional Multiple Listing Service (SANDICOR),160040114,1st Choice Properties,N,Y,32.855754,-117.237866,FALSE
MLS Listing,Townhouse,3422 Via Alicante,La Jolla,CA,92037,449900,2,3,La Jolla,1140,,1975,1,Garage,33,Active,,,,,449900,8/29/2002,329000,http://www.redfin.com/CA/San-Diego/3422-Via-Alicante-92037/home/4865706,San Diego County's Regional Multiple Listing Service (SANDICOR),160039980,Keller Williams Realty LaJolla,N,Y,32.861255,-117.231921,FALSE
MLS Listing,Single Family Residential,1221 Van Nuys,San Diego,CA,92109,1695000,5,3,Pacific Beach,3332,6300,1979,5,Garage,33,Active,,,,8/22/2016,1795000,,,http://www.redfin.com/CA/San-Diego/1221-Van-Nuys-St-92109/home/5124961,San Diego County's Regional Multiple Listing Service (SANDICOR),160039951,Russ Eskilson Real Estate,N,Y,32.8128971,-117.2519432,FALSE
MLS Listing,Condo/Coop,5460 Caminito San Lucas,La Jolla,CA,92037,1150000,3,3,La Jolla,2783,,1971,4,Garage,34,Active,,,,8/17/2016,1200000,8/5/2002,579000,http://www.redfin.com/CA/San-Diego/5460-Caminito-San-Lucas-92037/unit-67/home/4942311,San Diego County's Regional Multiple Listing Service (SANDICOR),160039807,Pacific Sotheby's Int'l Realty,N,Y,32.8207359,-117.235669,FALSE
MLS Listing,Single Family Residential,8276 Paseo Del Ocaso,La Jolla,CA,92037,2495000,3,3,La Jolla,1709,,1950,3,Garage,34,Active,,,,,2495000,10/28/2015,1020000,http://www.redfin.com/CA/San-Diego/8276-Paseo-Del-Ocaso-92037/home/4876237,San Diego County's Regional Multiple Listing Service (SANDICOR),160039774,Pacific Sotheby's Int'l Realty,N,Y,32.856741,-117.25486,FALSE
MLS Listing,Townhouse,464 Prospect St #403,La Jolla,CA,92037,1595000,2,2,La Jolla,1755,,2003,2,Garage,34,Active,,,,8/13/2016,1650000,,,http://www.redfin.com/CA/San-Diego/464-Prospect-St-92037/unit-403/home/40941919,San Diego County's Regional Multiple Listing Service (SANDICOR),160039760,Pacific Sotheby's Int'l Realty,N,Y,32.8426458,-117.2791575,FALSE
MLS Listing,Single Family Residential,5701 Skylark Pl,La Jolla,CA,92037,2500000,4,4,La Jolla,2973,12400,1990,4,Garage,34,Active,,,,,2500000,6/29/1998,680000,http://www.redfin.com/CA/San-Diego/5701-Skylark-Pl-92037/home/4935774,San Diego County's Regional Multiple Listing Service (SANDICOR),160039750,Berkshire Hathaway HomeService,N,Y,32.818536,-117.261914,FALSE
MLS Listing,Single Family Residential,1395 Park Row,La Jolla,CA,92037,3880000,4,6,La Jolla,3281,7017,2014,4,Garage,34,Active,,,,,3880000,2/2/2015,3300000,http://www.redfin.com/CA/San-Diego/1395-Park-Row-92037/home/4907162,San Diego County's Regional Multiple Listing Service (SANDICOR),160039694,Berkshire Hathaway HomeService,N,Y,32.8464384,-117.2693241,FALSE
MLS Listing,Condo/Coop,3050 Via Alicante Unit A,La Jolla,CA,92037,450000,2,2,La Jolla,978,108900,1971,1,,34,Active,,,,,450000,,,http://www.redfin.com/CA/San-Diego/3050-Via-Alicante-92037/unit-A/home/108382290,San Diego County's Regional Multiple Listing Service (SANDICOR),160039667,Marc R. Perlman,N,Y,32.8629712,-117.2357637,FALSE
MLS Listing,Single Family Residential,1142 La Jolla Rancho Rd,La Jolla,CA,92037,4497000,5,6,La Jolla,5993,11000,1990,3,Garage,34,Active,,,,,4497000,1/16/1996,1140000,http://www.redfin.com/CA/San-Diego/1142-La-Jolla-Rancho-Rd-92037/home/4934954,San Diego County's Regional Multiple Listing Service (SANDICOR),160039647,Berkshire Hathaway HomeService,N,Y,32.821388,-117.263643,FALSE
MLS Listing,Single Family Residential,8511 Sugarman Dr,La Jolla,CA,92037,1485000,3,3,La Jolla,2794,35900,1960,4,Garage,35,Active,,,,8/10/2016,1549000,6/30/1998,529000,http://www.redfin.com/CA/San-Diego/8511-Sugarman-Dr-92037/home/4881312,San Diego County's Regional Multiple Listing Service (SANDICOR),160039558,Berkshire Hathaway HomeService,N,Y,32.8613269,-117.2377526,FALSE
MLS Listing,Single Family Residential,5422 Linda Rosa,La Jolla,CA,92037,1928000,3,3,La Jolla,2011,4179,1975,2,Garage,35,Active,,,,8/20/2016,1994000,6/28/2013,1075000,http://www.redfin.com/CA/San-Diego/5422-Linda-Rosa-Ave-92037/home/4938258,San Diego County's Regional Multiple Listing Service (SANDICOR),160039509,Coldwell Banker Res. Brokerage,N,Y,32.8129073,-117.2610097,FALSE
MLS Listing,Condo/Coop,230 Prospect St #12,La Jolla,CA,92037,449000,0,1,La Jolla,392,12298,1960,1,Garage,35,Active,,,,8/16/2016,469000,9/8/1992,121000,http://www.redfin.com/CA/San-Diego/230-Prospect-St-92037/unit-12/home/17193605,San Diego County's Regional Multiple Listing Service (SANDICOR),160039491,Willis Allen Real Estate,N,Y,32.8400191,-117.2807262,FALSE
MLS Listing,Single Family Residential,1198 Van Nuys,San Diego,CA,92109,1749900,5,4,Pacific Beach,3598,9600,1966,5,Garage,35,Active,,,,8/19/2016,1769900,9/4/2014,1008000,http://www.redfin.com/CA/San-Diego/1198-Van-Nuys-St-92109/home/5124934,San Diego County's Regional Multiple Listing Service (SANDICOR),160039480,"Realty National, Inc.",N,Y,32.8132402,-117.2525336,FALSE
MLS Listing,Condo/Coop,935 Genter St #308,La Jolla,CA,92037,612000,1,1,La Jolla,694,,1990,1,Garage,35,Active,,,,,612000,,,http://www.redfin.com/CA/San-Diego/935-Genter-St-92037/unit-308/home/6610332,San Diego County's Regional Multiple Listing Service (SANDICOR),160039473,Pacific Sotheby's Int'l Realty,N,Y,32.836992,-117.271816,FALSE
MLS Listing,Single Family Residential,5412 Chelsea,La Jolla,CA,92037,2895000,3,3,La Jolla,2983,4580,1990,4,Garage,35,Active,,,,,2895000,9/1/2011,1650000,http://www.redfin.com/CA/San-Diego/5412-Chelsea-Ave-92037/home/4937697,San Diego County's Regional Multiple Listing Service (SANDICOR),160039463,Willis Allen Real Estate,N,Y,32.810645,-117.26802,FALSE
MLS Listing,Single Family Residential,2452 Paseo Dorado,La Jolla,CA,92037,3790000,5,4,La Jolla,4245,21434,1975,4,Garage,35,Active,,,,,3790000,8/30/2002,2300000,http://www.redfin.com/CA/San-Diego/2452-Paseo-Dorado-92037/home/4877811,San Diego County's Regional Multiple Listing Service (SANDICOR),160039462,Coldwell Banker Res. Brokerage,N,Y,32.85268,-117.249675,FALSE
MLS Listing,Condo/Coop,2510 torrey pines Rd #405,LA JOLLA,CA,92037,355000,1,1,La Jolla,631,,1970,1,,36,Active,,,,8/2/2016,375000,5/26/2005,330000,http://www.redfin.com/CA/San-Diego/2510-Torrey-Pines-Rd-92037/unit-405/home/4879420,San Diego County's Regional Multiple Listing Service (SANDICOR),160039395,Berkshire Hathaway HomeService,N,Y,32.851584,-117.249132,FALSE
MLS Listing,Condo/Coop,8430 Via Mallorca #110,La Jolla,CA,92037,305000,1,1,La Jolla,506,,1975,1,,37,Active,,,,,305000,5/30/2014,258000,http://www.redfin.com/CA/San-Diego/8430-Via-Mallorca-92037/unit-110/home/6681146,San Diego County's Regional Multiple Listing Service (SANDICOR),160039343,Coldwell Banker Res. Brokerage,N,Y,32.8598543,-117.2349979,FALSE
MLS Listing,Single Family Residential,7907 Princess St,La Jolla,CA,92037,7800000,6,9,La Jolla,7444,10782,1977,6,Garage,38,Active,,,,,7800000,12/23/2005,3400000,http://www.redfin.com/CA/San-Diego/7907-Princess-St-92037/home/4877885,San Diego County's Regional Multiple Listing Service (SANDICOR),160037828,Willis Allen Real Estate,N,Y,32.84941,-117.26246,FALSE
MLS Listing,Condo/Coop,3319 Caminito Eastbluff #180,La Jolla,CA,92037,654000,3,3,University City,1458,,1978,2,Garage,38,Active,,,,8/8/2016,659000,8/4/2006,565000,http://www.redfin.com/CA/San-Diego/3319-Caminito-Eastbluff-92037/unit-180/home/4884094,San Diego County's Regional Multiple Listing Service (SANDICOR),160038967,Canter Brokerage,N,Y,32.858064,-117.232301,FALSE
MLS Listing,Single Family Residential,5347 Soledad Rancho,San Diego,CA,92109,999000,4,3,San Diego,2160,8200,1970,9,Garage,38,Active,,,,8/5/2016,1049000,,,http://www.redfin.com/CA/San-Diego/5347-Soledad-Rancho-Ct-92109/home/5147872,San Diego County's Regional Multiple Listing Service (SANDICOR),160038919,Coldwell Banker Res. Brokerage,N,Y,32.817391,-117.235607,FALSE
MLS Listing,Condo/Coop,8726 Villa La Jolla Dr #79,La Jolla,CA,92037,599900,2,3,La Jolla,1317,,1979,2,Garage,39,Active,,,,,599900,4/9/2010,510000,http://www.redfin.com/CA/San-Diego/8726-Villa-La-Jolla-Dr-92037/unit-79/home/4865862,San Diego County's Regional Multiple Listing Service (SANDICOR),160038774,High Tide Properties,N,Y,32.8676319,-117.235704,FALSE
MLS Listing,Single Family Residential,7902 Roseland Dr,La Jolla,CA,92037,2980000,7,5,La Jolla,3857,10409,1927,2,Garage,39,Active,,,,,2980000,6/30/1999,1235000,http://www.redfin.com/CA/San-Diego/7902-Roseland-Dr-92037/home/4878062,San Diego County's Regional Multiple Listing Service (SANDICOR),160038688,Berkshire Hathaway HomeService,N,Y,32.850193,-117.257104,FALSE
MLS Listing,Single Family Residential,7725 Herschel Ave,La Jolla,CA,92037,3850000,3,4,La Jolla,4099,3493,2002,2,Garage,39,Active,,,,,3850000,3/14/2011,2800000,http://www.redfin.com/CA/San-Diego/7725-Herschel-Ave-92037/home/6544911,San Diego County's Regional Multiple Listing Service (SANDICOR),160038657,Berkshire Hathaway HomeService,N,Y,32.844332,-117.2721098,FALSE
MLS Listing,Condo/Coop,5410 La Jolla Blvd #101,La Jolla,CA,92037,934900,2,2,La Jolla,1769,,2005,2,Garage,39,Active,,,,,934900,,,http://www.redfin.com/CA/San-Diego/5410-La-Jolla-Blvd-92037/unit-101/home/108310705,San Diego County's Regional Multiple Listing Service (SANDICOR),160038627,"Sand & Sea Investments, Inc.",N,Y,32.8107896,-117.2668994,FALSE
MLS Listing,Single Family Residential,8526 La Jolla Shrs,La Jolla,CA,92037,5250000,5,5,La Jolla,4119,7033,2016,4,Garage,39,Active,,,,,5250000,8/10/2001,290000,http://www.redfin.com/CA/San-Diego/8526-La-Jolla-Shores-Dr-92037/home/4875867,San Diego County's Regional Multiple Listing Service (SANDICOR),160037939,Willis Allen Real Estate,N,Y,32.862226,-117.253661,FALSE
MLS Listing,Single Family Residential,8389 El Paseo Grande,La Jolla,CA,92037,4149900,5,4,La Jolla,2902,8762,1951,4,Garage,40,Active,,,,,4149900,9/30/2014,3960000,http://www.redfin.com/CA/San-Diego/8389-El-Paseo-Grande-92037/home/4876013,San Diego County's Regional Multiple Listing Service (SANDICOR),160038585,Keller Williams Realty LaJolla,N,Y,32.858592,-117.255046,FALSE
MLS Listing,Single Family Residential,2535 ELLENTOWN Rd,La Jolla,CA,92037,2550000,5,3,La Jolla,2609,9400,1979,4,Garage,40,Active,,,,,2550000,4/15/1996,550000,http://www.redfin.com/CA/San-Diego/2535-Ellentown-Rd-92037/home/4864540,San Diego County's Regional Multiple Listing Service (SANDICOR),160038424,Keller Williams Realty LaJolla,N,Y,32.872018,-117.247441,FALSE
MLS Listing,Condo/Coop,3330 Caminito Eastbluff #146,La Jolla,CA,92037,550000,3,3,La Jolla,1458,,1978,2,Garage,40,Active,,,,,550000,3/12/1980,151000,http://www.redfin.com/CA/San-Diego/3330-Caminito-Eastbluff-92037/unit-146/home/4884061,San Diego County's Regional Multiple Listing Service (SANDICOR),160038401,Coastal Premier Properties,N,Y,32.858649,-117.232166,FALSE
MLS Listing,Condo/Coop,939 Coast Blvd Unit 16 G,La Jolla,CA,92037,2100000,2,2,La Jolla,1799,,1966,4,Garage,41,Active,,,,,2100000,9/28/2004,1405000,http://www.redfin.com/CA/San-Diego/939-Coast-Blvd-92037/unit-16G/home/4905676,San Diego County's Regional Multiple Listing Service (SANDICOR),160038215,Willis Allen Real Estate,N,Y,32.8479498,-117.2762407,FALSE
MLS Listing,Condo/Coop,2574 Caminito Muirfield,La Jolla,CA,92037,2249000,5,6,La Jolla,4200,,1977,5,Garage,42,Active,,,,,2249000,4/12/1989,575000,http://www.redfin.com/CA/San-Diego/2574-Caminito-Muirfield-92037/home/4924973,San Diego County's Regional Multiple Listing Service (SANDICOR),160038035,Coldwell Banker Res. Brokerage,N,Y,32.832465,-117.242462,FALSE
MLS Listing,Single Family Residential,7116 Vista Del Mar Ave,La Jolla,CA,92037,7950000,5,5,La Jolla,4225,,2005,4,Garage,42,Active,,,,7/18/2016,8495000,3/8/2005,6950000,http://www.redfin.com/CA/San-Diego/7116-Vista-Del-Mar-Ave-92037/home/4914923,San Diego County's Regional Multiple Listing Service (SANDICOR),160038016,Berkshire Hathaway HomeService,N,Y,32.8336157,-117.2812735,FALSE
MLS Listing,Single Family Residential,5775 La Jolla Mesa,La Jolla,CA,92037,6500000,5,6,La Jolla,6300,,1999,3,Garage,42,Active,,,,,6500000,,,http://www.redfin.com/CA/San-Diego/5775-La-Jolla-Mesa-Dr-92037/home/4936917,San Diego County's Regional Multiple Listing Service (SANDICOR),160037997,Coldwell Banker Res. Brokerage,N,Y,32.818632,-117.258521,FALSE
MLS Listing,Single Family Residential,6130 Terryhill Dr,La Jolla,CA,92037,2758000,4,5,La Jolla,3803,,1963,6,Garage,44,Active,,,,,2758000,9/12/2005,2500000,http://www.redfin.com/CA/San-Diego/6130-Terryhill-Dr-92037/home/4933660,San Diego County's Regional Multiple Listing Service (SANDICOR),160037830,Coldwell Banker Res. Brokerage,N,Y,32.823773,-117.266503,FALSE
